name,price
官方正版 Python数据分析基础教程 王斌会编著 电子工业出版社 本研教材书籍,27.00
机器学习实战+Python自然语言处理+Python机器学习基础教程+Python Cookbook,298.00
正版 PYTHON数据科学与机器学习：从入门到实践 （美）凯恩 人邮,55.20
正版疯狂Python讲义 电子工业出版社 李刚,94.40
正版 PYTHON数据挖掘与机器学习实战 方巍 机械工业 9787111626817,64.80
Python数据分析与数据化运营 第2版 python基础教程书籍,103.80
正版书籍 Keras深度学习 鲁睿元计算机程序设计人工智能网络库Python语言编程网络爬虫Ker,75.00
大数据数学基础 PYTHON语言描述,35.90
Python3学习笔记(上卷),71.20
正版图书 Python 3学习笔记上卷 雨痕 python3.6语言教程 python编,63.00
【新书】自学区块链-原理技术及应用 理论知识核心机制大全 计算机软件Python开发DApp账本EO,57.71
对比Excel，轻松学习Python数据分析+Python数据处理+数据分析入门书籍,162.00
少博士趣学Python 周安琪 著 少儿编程入门书 儿童编程书 青少年学编程从入门到精通,54.80
【计算机科学】深入浅出深度学习：原理剖析与Python实践,57.30
Python与量化投资 从基础到实战 王小川 Python量化投资策略分析技术工具 金融数据分,77.22
包邮 精通特征工程+Python机器学习 增强机器学习算法效果 模型堆叠图像处理数据分析处理书籍,103.50
现货Python绝技：运用Python成为数据工程师+Python数据分析与数据化运营 共3本,170.80
新概念Python程序设计-普通高等教育十三五计算机类规划教材,26.46
正版 大数据数学基础（Python语言描述）Python 大数据  数学  高职-计算机-大数据技,39.30
2本包邮  Python机器学习算法 原理 实现与案例+Python机器学习 预测分析核心算法书籍,105.60
春哥区块链创业记+从零开始自己动手写区块链+白话区块链书籍 Python语言区块链开发技术书籍,131.90
精通数据科学算法 机器学习 统计学与数据挖掘技术书籍,41.90
Python核心技术实战详解 Python核心编程从入门到实践 基础教程Python编程数据,67.70
"计算机编程导论——Python程序设计 人民邮电出版社 赵家刚,狄光智,吕丹桔",38.30
北大版 Python 3数据分析与机器学习实战+Python 3.x全栈开发从入门到精通,121.90
包邮 Python机器学习 原书第2版第二版 [美] 塞巴斯蒂安·拉施卡 著 机械工业出版社书籍,65.90
正版Python机器学习 预测分析核 算法 [ ] Michael Bowles   鲍尔斯 人民邮,51.80
深入理解Python特性 Python核心编程进阶指南流畅的python代码整洁计算机程序设计图书,31.90
包邮Python人脸识别 从入门到工程实践+精通特征工程书籍 增强机器学习算法效果,99.60
Python项目案例开发从入门到实战(爬虫游戏和机器学习微课版),63.18
新书上架 数据可视化——从小白到数据工程师的成长之路  计算机编程Python数据获取清洗分析发布流,37.40
Python程序设计实用教程,45.10
正版 Python核心编程 第3版 卫斯理 春(Wesley Chun) 人民邮电出,75.00
正版Python编程：从数据分析到数据科学 电子工业出版社 朝乐门,54.40
正版Python数据分析基础 [美]克林顿布朗利(Clinton W. Brownley) 人民邮电,51.80
大数据数学基础 Python语言描述 大数据专家张良均领衔畅销书作者团队 提供源代码等相关学习素材,32.40
Python程序设计基础书籍,41.80
【正版】OpenCV3计算机视觉：Python语言实现（原书第2版）Python入门书,49.00
虫术 Python绝技 梁睿坤 著 Python 3网络爬虫开发实战教程书籍 深入分析爬虫测试与调试,79.20
FX人邮 官方正版  Python程序设计 计算机规划教材 软件工具 程序设计 网络设计 网站开发,43.61
正版 Python数据分析基础 克林顿布朗利(Clinton W. Brownley,53.50
Python强化学习实战：应用OpenAI Gym和TensorFlow精通强化学习和深度强化学习,109.60
《满68包邮》Python语言程序设计教程王永国主编9787566419354安徽大学,37.32
包邮 【套装3本】跟着迪哥学 Python数据分析与机器学习实战+大话Python机器学习,228.60
包邮疯狂Python讲义 李刚+python基础教程 零基础学python3.5编程从入门到实践,154.30
笨办法学Python 3 习题巩固练习零基础入门笨方法学python3编程快速上手程序设计书籍,61.70
《满58包邮》 Python编程从0到1-9787111632955机械工业,48.20
正版 Python学习笔记 从入门到实战 计算机 网络 程序设计 编程语言 Python 入门读者系,50.20
包邮自然语言处理Python进阶+NLP汉语自然语言处理原理与实践书籍,116.50
包邮 小小的Python编程故事+你也能看得懂的Python算法书,96.00
自然语言处理入门 HanLP作者何晗 NLP书籍 Python/Java代码实现 人工智能机器学习,99.00
【套装3本】Unity 3D游戏开发（第2版）+游戏编程入门（第4版）+Python游戏 编程入门,200.00
"Python程序设计案例教程胡国胜,吴新星,陈辉 编著",41.20
python在机器学习中的应用Python编程从零基础到项目实战基于Python的大数据分析基础及实,288.10
【正版特价】Python金融数据分析 计算机与互联网 |231480,33.10
图解Python(轻松快速掌握实力派脚本语言精华),48.93
父与子的编程之旅：与小卡特一起学Python 9787115367174,41.40
PYTHON程序设计/叶明全 叶明全,49.70
包邮 Python网络编程（原书第2版）|8061304,70.80
Python 3程序开发指南（第2版 修订版）计算机编程语言 内容详尽,55.20
Python数据分析基础教程,34.20
正版 PYTHON少儿趣味编程 李强 人民邮电 9787115520555,56.60
Python机器学习算法(原理实现与案例),55.20
Python核心技术实战详解 正则表达式、网络编程、多线程开发、Tkinter图形化界面开发 编程书,68.50
Python核心技术实战详解,68.50
Python机器学习手册-从数据预处理到深度学习,66.80
包邮 数据科学导论 R与Python实现 吴喜之 刘苗 高等教育出版社,43.60
Python机器学习基础教程 人工智能深度学习算法书籍 机器学习实战教程西瓜书 神经网络入门书,61.59
经济金融数据分析及其Python应用/数量经济学系列丛书,37.77
Python机器学习与量化投资/金融科技丛书,63.20
Python程序设计 第3版 Python之父作序推荐编程入门教程书籍 新华书店官方正版书籍,51.10
OpenCV 3计算机视觉：Python语言实现（原书第2版）人脸检测与识别 图像检索,38.00
Python程序开发案例教程 Python从入门到精通 Python项目实战教程,45.00
python基础教程 零起点Python大数据与量化交易 大数据时代的金融 量化交易金融投资管理 P,69.80
Python基础教程 *2版 大学教材,38.84
正版 Python大学实用教程 编程语言基本知识 齐伟 著 Python开发环境的配置 大学教材,41.90
Python3程序设计(普通高等教育软件工程十三五规划教材),36.66
Python程序设计基础书籍 预售,41.80
Python网络爬虫技术 江吉彬 张良均著,31.50
正版笨办法学Python3 python基础教程核心编程从入门到精通教材教程书 python入门教程,41.90
scikit-learn机器学习 第2版 Python编程方法技巧书籍 机器学习模型构建评估建模,44.20
包邮Python 快速入门+你也能看得懂的Python算法书+零基础入门学习Python第2版 书籍,184.60
Python程序设计与科学计算 数学建模入门 科学计算教程书籍,34.00
Python机器学习 Python机器学习基础教程书籍,56.00
Python3.7从零开始学+从零开始学Python数据分析与挖掘 全2册 笨方法学python编程,115.00
【出版社直供】数据科学与分析：Python语言实现 Python决策树降维技术支持向量机等数据分析,69.00
正版 实战Python网络爬虫 分布式爬虫 Scrapy框架 入门算法与数据结构 计算机网络 程序,77.00
《满58包邮》 Python程序设计:从基础入门到实战实用王雷春主编9787121364969电子工,44.30
图解Python(轻松快速掌握实力派脚本语言精华),47.53
Python与开源GIS--数据处理空间分析与地图制图,86.40
Python语言程序设计实训教程(高等院校计算机基础教育应用型系列规划教材),20.00
Python机器学习经典实例 python机器学习算法教程,43.60
2本 Python编程从零基础到项目实战+C Primer Plus第6版 中文版,113.00
详解深度学习 基于TensorFlow和Keras学习RNN  python深度学习神经网络,60.40
函数式PYTHON编程(第2版 影印版),69.30
Python带我起飞,60.80
PYTHON DJANGO开发实战(视频讲解版)/张虎,51.30
PYTHON程序设计/叶明全,47.80
Python零基础入门学习第2版 小甲鱼 李佳宇 著 清华大学出版社,62.00
【新华书店 正版教材】Python程序设计与算法基础教程(第2版)21世纪高等学校计算机类教程创新,52.84
Python机器学习--数据分析与评分卡建模(微课版)/大数据与人工智能技术丛书,32.58
正版零起点Python大数据与量化交易 电子工业出版社 何海,79.20
包邮 Python自动化开发实战 黄永祥 著 App自动化开发网络爬虫技术 自动化运维管理书籍,53.80
Python编程基础教程从入门到实践python3.5+Python基础教程 第3版核心,139.80
【**】自然语言处理入门 HanLP作者何晗 NLP书籍 Python/Java代码实现,71.80
包邮Selenium 3+Python 3自动化测试项目实战：从菜鸟到高手+WebDriver3.0,112.00
包邮Django企业开发实战 高效Python Web框架指南+Django 2.0 入门与实践,133.00
Python程序员面试算法宝典 python程序员面试技巧求职宝典应聘技巧书籍,46.60
PYTHON3程序设计/唐永华,36.90
深度学习技术图像处理入门 深度学习在图像处理中的应用指导书 Python机器深度学习图像识别处理数据,95.20
PyTorch深度学习入门  python机器学习神经网络开发实战指南 pytorch深度学习框架,44.30
Java+Python+Kotlin从小白到大牛+Java编程指南 关东升互联网编程语言与程序设计书,300.00
PYTHON数据分析基础(第2版)/阮敬/十三五规划教材,101.80
Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神经网络,62.40
面向自然语言处理的深度学习 用Python创建神经网络,107.60
Python量化交易 张杨飞+零起点Python大数据与量化交易+量化投资：以Python为工具书籍,222.60
套装4本 谁说菜鸟不会数据分析 Python篇 入门篇 工具篇 SPSS篇 数据处理 大数据分析书籍,183.60
Python编程与初级数学 王振世 青少年人工智能学丛书,26.40
自然语言处理入门 HanLP作者何晗 NLP书籍 Python/Java代码实现 人工智能机器学习语,76.20
包邮Python深度学习入门 人工智能书籍 Python神经网络编程 机器学习实战 深度学习ai算法,339.00
谁说菜鸟不会数据分析 Python篇 小蚊子数据分析团队手把手教你搞定Python数据分析书籍 P,49.80
3册包邮  Python+Tensorflow机器学习实战+Python人脸识别从入门到工程实践书籍,168.60
正版图书 青少年学Python 青少年编程入门指南 趣学Python教程书籍 人民邮电出,59.00
Python程序设计,62.00
【正版新书】Python Flask Web开发入门与项目实战,77.00
2本包邮  Python Django开发实战 视频讲解版+Django企业开发实战书籍,129.60
《Python硬件编程实战》 李茂， 机械工业出版社,49.00
Python科学计算(第2版)张若愚 常用的扩展库强大处理效果涉及数值计算/界面制作/三维可视化/图,134.85
Python程序设计 从基础开发到数据分析 微课 【视频教学】,50.40
正版 跟着迪哥学PYTHON数据分析与机器学习实战 唐宇迪 人民邮电 9787115512444,73.00
Head First Python（中文版）第二版 O'Reilly 深入浅出Python 重视大脑,132.00
Python程序设计实例教程(全国高等职业教育十三五规划教材),37.89
Python数据预处理技术与实践 Python 数据处理 数据采集 PCI降维 XGBoost文本,50.30
Python数据可视化之matplotlib实践 数据分析从入门到实战系列 Python编程语言入门,38.00
Django企业开发实战高效PythonWeb框架指南+FlaskWeb开发基于Python的Web,126.00
2册 包邮 Python机器学习算法 原理 实现与案例+你也能看得懂的Python算法书,98.00
PYTHON机器学习与量化投资 何海群,62.40
正版 Python机器学习 数据分析与评分卡建模 微课版 Python 数据分析 评分卡建模 翟锟,38.70
正版 Python程序设计 杨柏林 著 大学教材  高等教育出版社 程序设计语言,27.80
Python学习笔记(从入门到实战),53.05
PYTHON机器学习算法:原理.实现与案例,51.80
营销数据科学(用R和Python进行预测分析的建模技术)/数据科学与工程技术丛书,66.44
实用卷积神经网络-运用Python实现高级深度学习模型,51.80
【现货】教材 吴灿铭编程语言 图解数据结构:使用PYTHON,63.60
Flask Web开发 基于Python的Web应用开发实战 第2版 基于Pyth,53.00
Python程序设计 从基础开发到数据分析 微课版,58.00
包邮 Python算法详解+Python经典实例 python机器学习算法教程书籍 2本,161.60
Python大规模机器学习 实用技术方法及实践指南 构建机器学习模型 部署预测应用程序 使用MapR,78.00
Scratch 3.0少儿游戏趣味编程+少博士趣学Python 2册 Scratch小游戏编程实例教,148.20
scikit-learn机器学习  第2版 Python语言编写机器学习算法库书籍,40.80
直供Python Qt GU与数据可视化编程 pyqt5教程书籍 pyqt5快速开发与实战Qt5,88.90
正版 Python统计分析 托马斯 哈斯尔万特 python数据分析教程数据挖掘数据分析,64.50
《满68包邮》Python程序设计与应用教程鄂大伟主编9787561574454厦门大学,35.16
3本 Python基础教程+高级教程+核心编程 写网络爬虫 从入门到实践精通 机器学习人工智能深度学,316.00
零基础入门学习Python（第2版）小甲鱼 李佳宇 python编程从入门到精通实践 pyhton,59.00
Python机器学习 9787111558804,51.00
【正版特价】Python树莓派编程 计算机与互联网 |229770,23.50
【正版特价】Python机器学习实践：测试驱动的开发方法|231052,28.30
Python网络数据采集 第2版(影印版) [美] 瑞安·米切尔  97875641797,51.17
【套装2本】大话Python机器学习Python在机器学习中的应用算法入门深度学习python语言,99.30
小天才学Python 教学指导 中小学Python编程教程教师教学辅导书,29.80
PYTHON网络爬虫从入门到实践,58.50
Python自然语言处理(影印版),75.30
PYTHON程序设计实战教程:零基础到精通/何静,46.40
量化投资：交易模型开发与数据挖掘 韩焘著 Python技术 人工智能 神经网络 机器学习 遗传算法,76.20
深度学习与飞桨PaddlePaddle Fluid实战 深度学习入门实战Python代码神经网络编程,76.20
Python算法与程序设计基础(第2版),39.10
Python机器学习手册-从数据预处理到深度学习 程序设计 电子工业出版社,69.50
包邮 R与Python实现 吴喜之 刘苗 高等教育出版社 大数据时代的统计与人工智能系列教材,43.80
【单品】Python 3学习笔记（上卷） 计算机与互联网 书籍,76.50
包邮Flask Web开发基于Python的Web应用开发实战第2版 +Python Web开发实战,196.80
清华：Python程序设计基础（高等学校计算机基础教育教材精选）,31.20
包邮Python深度学习实战 基于TensorFlow和Keras的聊天机器人以及人脸物体和语音识别,130.60
包邮强化学习全2本 强化学习原理与Python实现+Python强化学习实战书籍,117.60
包邮micro:bit魔法修炼之Mpython初体验+Micro Python入门指南书籍,83.80
（满68包邮）Python程序设计与应用教程鄂大伟主编9787561574454厦门大学,35.18
Python机器学与量化投资 Python语言sklearn模块库内置机器学算法 股市外汇比特币交易,80.20
Python编程锦囊 pathon编程从入门到实践python基础教程语言程序设计小甲鱼计算机程序设,57.90
【出版社直供】Python程序设计项目实训 向春枝 郭红艳 李涛 著 中国铁道出版社,34.00
Python程序设计基础(第2版上海市高等学校计算机等级考试二级参考教材),37.73
统计学习方法教程 Python统计分析 Python数据分析实战 贝叶斯递归算法书籍,61.60
Python项目案例开发从入门到实战 爬虫、游戏和机器学习 微课版,63.90
强化学习：原理与Python实现,68.53
Python语言程序设计 计算机程序设计教程,27.30
Python测试驱动开发 第2版 Django Selenium和JavaScri,101.15
Python Docker实战 Docker开发教程书籍,44.50
量化投资：交易模型开发与数据挖掘 结合Python技术 人工智能神经网络和机器学习 遗传算法,80.00
Python游戏设计案例实战 Python  游戏  案例 实战 高等院校计算机等相关专业的,46.50
PYTHON基础教程/周胜,32.60
正版 Python自动化运维快速入门 计算机与互联网 编程语言与程序设计 郑征 清华大学出版社,46.00
数据结构 Python语言描述 大学教材,54.44
正版 深入理解神经网络 从逻辑回归到CNN Python深度学习入门 tensorflow入门 神,67.70
Python金融实战 金融数据分析教程书籍 数据计算器编程教程 应用 机器学习算法入门 程序,58.80
从零开始学Python数据分析与挖掘,52.64
Python语言及其应用(面向新工科的高等学校应用型人才培养规划教材),38.22
现货包邮 Python大学教程  张基温  高等教育质量工程信息技术系列示范教材 清华大学出版社,52.80
Flask Web开发 基于Python的Web应用开发实战 第二2版 Web开发入门经典教材 狗,51.80
正版Python算法详解 张玲玲 人民邮电出版社,51.80
【预售】数据科学导论 R与Python实现 吴喜之 著,38.80
官方正版 Python程序设计 高级大数据人才培养丛书 从入门到实践的Python编程教程书籍,52.80
正版零基础学编程：树莓派和Python 电子工业出版社 金学林,39.20
教孩子学Python编程+小学生C++趣味编程 全2册 少儿开发 程序设计 编程入门 scratch,122.10
包邮scikit-learn机器学习 第2版+机器学习实战+利用Python进行数据分析处理书籍,221.00
详解深度学习+TensorFlow深度学习实战+Python深度学习实战书籍,189.60
量化金融投资及其Python应用 现代金融理论与方法 计算机网络 量化金融投资初步,41.80
正版 程序设计导论：PYTHON计算与应用开发初践（原书第2版）江红,87.10
正版 疯狂Python讲义 李刚 Python编程从入门到实践教程书籍Python网络编程数据分析,95.40
2本跟老齐学Python：Django实战 第2版+ 玩转Django 2.0书籍,110.60
Python 3网络爬虫开发实战+Python数据分析 基于Plotly的动态可视化绘图,133.50
Flask Web开发基于Python的Web应用开发实战2版+Python3网络爬虫开发实战共2册,121.80
Python绝技 运用Python成为*黑客python基础教程 python核心编程 计算机网络程,55.50
】Python Web开发实战 从入门到精通实战前端开发网页html5 css3 javascrip,99.00
Python Flask Web开发入门与项目实战,76.23
Python程序员面试宝典 面试笔试技巧 python算法面试题 求职应聘书籍 IT企业面试题库解析,56.90
Python数据可视化之matplotlib实践+Python数据可视化编程实战 第2版 2册,89.60
正版 Python高效开发实战——Django、Tornado、Flask、Twist,70.30
Python深度学习keras之父DeepLearningWithPython中文版人工智能书籍机器,98.60
正版书籍 Python 3.7编程快速入门 潘中强 python编程快速上手从入门到精通语言程序设,50.00
Python语言程序设计实训教程(高等院校计算机基础教育应用型系列规划教材),20.00
【全3册】啊哈编程星球 一本书入门Python和C++啊哈C语言！逻辑的挑战 修订版+啊哈!算法 啊,140.90
Python程序设计实例教程董付国,40.70
机器交易：利用算法赢得市场先机+Python量化交易  2本,146.00
《满68包邮》Python语言程序设计教程9787566419354安徽大学,32.24
Python机器学习算法 原理 实现与案例 机器学习算法入门书,50.30
Python语言程序设计 机械工业出版社 9787111412342 梁勇,158.00
正版 Python程序设计 考试教材论文 教材 大学教材 夏辉 李鸿彬 孙可 刘澎 机械工业出版社,44.70
数据结构 Python语言描述 计算机网络 基于Python语言的数据结构基础编程语法 计算机网络,50.26
笨办法学Python 3 笨办法学python3编程python基础教程核心编程从入门到精通 笨方法,66.38
正版Python Web开发实战 电子工业出版社 董伟明,84.00
Python Flask Web开发入门与项目实战 钱游 Python Web开发入门教程书籍,68.60
包邮Python高效开发实战 Django Tornado Flask Twisted 第2版,125.60
正版Python数据科学与机器学习 从入门到实践 [美]弗兰克·凯恩(Frank Kane) 人民邮,51.80
正版Python算法教程 python语言编程入门书籍 Python大数据处理机器学习实战教程教材,49.00
Python学手册 原书第5版(2册) +利用Python进行数据分析(python学手册套装3册),313.20
数据结构与算法：Python语言实现 [美]迈克尔 T. 古德里奇(Michael T. Goodr,98.10
清华：Python开发案例教程（高等教育质量工程信息技术系列示范教材）,39.20
包邮 Python Web开发实战+Python Qt GUI快速编程：PyQt编程指南,136.50
包邮跟着迪哥学 Python数据分析与机器学习实战 唐宇迪 python编程从入门到精通书籍,58.50
正版 Python全案例学习与实践 计算机与互联网 编程语言与程序设计 沈红卫 电子工业出版社,103.00
Python神经网络编程  人工智能深度学习机器学习领域又一重磅力作  编程语言与程序设计书籍,45.00
PYTHON王者归来,107.50
经济金融数据分析及其PYTHON应用/朱顺泉,36.00
正版现货 普通高等教育“十三五”规划教材:Python程序设计基础 [中国]虞歌 中国铁道,40.90
（满68包邮）Python 金融大数据挖掘与分析全流程详解房宇亮9787111633204机械工业,54.63
Python贝叶斯分析 PyMC3实现 贝叶斯统计与实现分析教程 Python数据处理分析入门 贝,69.00
【七本套】python经典好书:数据基础+金融大数据分析+数据科学手册+网络爬虫+语言及其应用+像计,598.00
【出版社直供】Python实战编程 从零学Python 黑马程序员 中国铁道出版社,108.00
零基础学Python 全彩版 自学python编程从入门到实践书籍零基础入门学pyhton从入门到精,63.00
HEAD FIRST 编程之旅(PYTHON语言描述),99.80
金融工程及其Python应用,36.20
Python渗透测试编程技术+Python机器学习+Python网络爬虫+Python编程从0到1,224.00
跟着迪哥学Python数据分析与机器学习实战 唐宇迪著 数据挖掘机器学习深度学习基础 快速入门人工智,81.14
正版书籍 Python程序设计 叶明全大学本科研究生教材单位光电子物理电子学光学光学工程电子科学与,51.20
包邮数据科学实战手册 第2版+从零开始学Python数据分析与挖掘 Python数据分析师书籍,110.60
正版 Python 3.0科学计算指南 克劳斯福勒 编程面向对象程序设计教材绘制表格图形,57.60
包邮 2册 Python机器学习手册 从数据预处理到深度学习+Python在机器学习中的应用实战书籍,122.80
包邮 Python程序设计与科学计算+Python科学计算最佳实践 SciPy指南书籍 2本,91.80
【现货速发】深度学习案例精粹 python深度学习机器学习教程,63.50
包邮 Flask Web开发 基于Python的Web应用开发实战 2版 +Python Cook,130.00
包邮 Python+Tensorflow机器学习实战+Python人脸识别从入门到工程实践书籍,168.60
书籍 Python数据可视化之matplotlib精进 刘大成零基础学Python编程语言基础教程p,69.00
包邮 对比Excel，轻松学习Python数据分析+Python 3爬虫、数据清洗与可视化实战书籍,161.60
正版 PYTHON机器学习：5个数据科学家案例解析 （美）哈龙 清华,39.80
Python大规模机器学习+Python与机器学习实战书籍 人工智能技术书籍2本,117.80
教孩子学Python编程书籍 张益珲著,69.00
Python神经网络编程 深度学习 人工智能系统 机器学习入门教程书籍 Python3.5 神经网,64.00
数据结构 Python语言描述 Kenneth著 人民邮电 Python编程语言入门教程 Pytho,62.00
Python入门教室 8堂基础课程 程式范例练习 一次学会Python 港台原版 大泽文孝 脸谱,282.00
正版 深度学习入门：基于PYTHON的理论与实现 （日）斋藤康毅 人民邮电出版社 978,47.20
Python机器学习实战,49.64
自然语言处理Python进阶 NLP解决方案计算机控制仿真与人工智能 编程语言与设计智能系统与技术,51.00
深度学习：基于Keras的Python实践,45.40
正版 Python人工智能项目实战 计算机 网络 计算机控制仿真与人工智能 桑塔努 帕塔纳亚克 著,65.00
正版 跟着迪哥学 Python数据分析与机器学习实战 唐宇迪著数据挖掘机器学习深度学习基础 快速入,67.70
【套装】深度学习的数学+深度学习入门 基于Python3的理论与实现 AI人工智能入门教程神经网络编,112.00
包邮 玩转Python网络爬虫+HTTP抓包实战 2本 Python3网络爬虫项目开发教程书籍,95.80
Python深度学习 deep learning深度学习 python人工智能机器学习经典教程,77.50
卷积神经网络与深度学习python神经网络编程神经网络matlab神经网络43个案例分析人工神经网,70.00
预售  DK编程真好玩：9岁开始学Python,88.50
高教版 江苏省计算机等级考试 Python程序设计教程 张莉 高等教育出版社978704049167,58.00
测之重器 自动化测试框架搭建指南+自动化平台测试开发Python测试开发实战 共2册书籍,88.50
高教版Python语言程序设计冲刺试卷(含线上题库)(第2版) 高等教育出版社 黄天羽 李芬芬 9,37.10
Python for Informatics: Exploring Information,162.00
Python与AI编程（上 中学版）,34.50
Python语言程序设计教程,38.50
【组套3本】小天才学Python 编程基础+教学指导+与小卡特一起学Python少儿编程,109.80
Python从入门到项目实践(超值版超值微视频版)/软件开发魔典,71.92
Python 3.x程序设计基础,36.00
新概念Python程序设计,28.70
PYTHON基础案例教程,25.90
"PYTHON核心技术实战详解张洪朋,王卫军",71.20
编程真好玩 +青少年学Python 组套装,118.70
Python机器学习,51.80
"PYTHON核心技术实战详解张洪朋,王卫军",70.30
Python网络编程攻略/图灵程序设计丛书,32.90
小天才学Python 计算机 Python 编程 小学生 人工智能 清华大学出版社,27.20
Python网络爬虫实战 计算机网络 程序设计 Python 清华大学出版社 吕云翔 张扬,60.00
Python程序设计教程9787302528043,40.02
正版Python与量化投资：从基础到实战 电子工业出版社 王小川等,79.20
【套装5本】Python深度学习入门 人工智能书籍 Python神经网络编程 机器学习实战 深度学习,358.00
Python机器学习 （印）阿布舍克·维贾亚瓦吉亚 人民邮电出版社,63.20
包邮物联网应用设计与实战基于AVR单片机和Python+物联网Python开发实战+从芯片到云端,235.60
Python程序设计基础书籍 预售,41.80
Python数据分析 基于Plotly的动态可视化绘图 Plotly制图入门教程机器学习书籍,60.00
从AI模型到智能机器人 基于 Python 与 TensorFlow AI软件开发技术 AI机器学习,61.60
Python数据科学与机器学习从入门到实践 python数据分析书籍 统计学习方法人工智能书籍,50.40
Python 3快速入门与实战 零基础python编程基础从入门到实战 网络爬虫开发数据分析机器学习,60.00
正版 Python高性能 第2版 加布丽埃勒 拉纳诺 python语言编程教程并行编程分,43.80
Python3.6编程实践指南 计算机科学入门(原书第3版),51.10
图解服务器端网络架构 编程 计算机书籍 python爬虫 游戏开发 局域网组建 网站开发 网页设计,57.50
Python程序设计实例教程,40.70
Python高效开发实战 Django Tornado Flask Twisted 第2版,125.60
Python数据分析+ Python机器学习数据分析与评分卡建模+利用Python进行数据分析,140.00
正版 程序设计导论：PYTHON计算与应用开发初践（原书第2版）江红,87.10
正版 疯狂Python讲义 李刚 Python编程从入门到实践教程书籍Python网络编程数据分析,95.40
2本跟老齐学Python：Django实战 第2版+ 玩转Django 2.0书籍,110.60
Python 3网络爬虫开发实战+Python数据分析 基于Plotly的动态可视化绘图,133.50
Flask Web开发基于Python的Web应用开发实战2版+Python3网络爬虫开发实战共2册,121.80
Python绝技 运用Python成为*黑客python基础教程 python核心编程 计算机网络程,55.50
】Python Web开发实战 从入门到精通实战前端开发网页html5 css3 javascrip,99.00
Python Flask Web开发入门与项目实战,76.23
Python程序员面试宝典 面试笔试技巧 python算法面试题 求职应聘书籍 IT企业面试题库解析,56.90
Python数据可视化之matplotlib实践+Python数据可视化编程实战 第2版 2册,89.60
正版 Python高效开发实战——Django、Tornado、Flask、Twist,70.30
Python深度学习keras之父DeepLearningWithPython中文版人工智能书籍机器,98.60
【全4册】python基础教程+深度学习原理与PyTorch实战+Python深度学习实战 基于Te,350.00
】深度学习deep learning中文版ai圣经机器学习pytorch人工智能python t,172.55
精通特征工程 人工智能教程机器学 Python 算法 通过Python示例掌握特征工程基本原则和实际,58.10
Python机器学习基础教程 9787115475619 人民邮电出版社 [德]安德里亚斯·穆勒(A,60.80
精通数据科学 从线性回归到深度学习 数据科学入门到实战教程 基于Python建模 人工智能机器学习,96.04
深入理解神经网络 从逻辑回归到CNN Python深度学习入门 tensorflow入门 神经网络,71.20
深度学习案例精粹 python深度学习机器学习教程 Tensorflow实战教程书籍,63.20
包邮机器学习实战+Python深度学习实战+TensorFlow机器学习实战指南3册|8061783,180.00
Python机器学习实战,49.64
正版 精通数据科学 计算机控制仿真与人工智能 数据科学入门到实战教程书基于Python建模 人工智能,63.00
9787302442875 Python机器学习及实践---- 从零开始通往Kaggle竞赛之路 范,29.89
深度学习原理与TensorFlow实践 黄理灿 机器学习概论 神经网络 深度学习 Python 编程,79.80
机器学 原理 算法与应用 雷明 程序设计教程数据分析Python机器学基础教程人工智能书籍Pytho,88.00
Python网络编程(Linux) 清华大学出版社 赵宏 包广斌 马栋林 Python网络编程（大数,39.30
2本Keras深度学习入门基于Python的理论与实现Python编程数据结构神经网络深度学习人工,96.60
正版书籍 深入理解神经网络 从逻辑回归到CNN 张觉非 神经网络与深度学习Python深度学习入门,65.00
人工智能入门与实战:使用RASPBERRY PI和PYTHON演练 正版图书 (美)唐纳德,59.80
【全2册】正版书籍 Python深度学习 基于PyTorch+深度学习入门之PyTorch 人工智,136.00
套装深度学习 全5册 深度学习入门 基于Python3的理论与实现神经网络编程 深度学习之Tenso,417.60
Python编程案例教程(双色)(含微课)Python基础入门书趣味编程9787516516669,36.80
科学家的Python语言 英文原版 Python for Scientists,400.00
【套装6本】深度学习+TensorFlow实战+Python神经网络编程+Python机器学习,425.90
深度学习与飞桨PaddlePaddle Fluid实战 深度学习入门实战Python代码神经网络编程,76.20
小天才学人工智能 人工智能与大数据 云技术 开源编程 中小学生人工智能科普书Python编程,36.90
跟着迪哥学Python数据分析与机器学习实战 唐宇迪著数据挖掘机器学习深度学习基础 快速入门人工智,57.90
Python深度学习实战 基于TensorFlow和Keras的聊天机器人以及人脸、物体和语音识别,50.90
人工智能入门与实战 使用Raspberry Pi和Python演练,35.90
赠源代码 精通数据科学：从线性回归到深度学习 数据科学入门到实战教程 基于Python建模 人工智能,85.00
正版 深度学习与飞桨PaddlePaddle Fluid实战 深度学习入门实战Python代码神经,73.20
动手学深度学习 李沐 人工智能机器学习入门书籍教程花书西瓜书周志华推荐 Python神经网络编程入门,67.60
正版书籍 面向自然语言处理的深度学习 用Python创建神经网络 帕拉什戈雅尔 基于叠加双向LSTM,71.40
包邮 人工智能在信用债投资领域的应用 Python语言实践书籍 崔玉征,48.60
机器学习Web应用 机器学习 算法 软件开发 web机器学习系统开发教程书 python机器学习算法,44.30
卷积神经网络与深度学习python神经网络编程神经网络matlab神经网络43个案例分析人工神,78.10
