name,price
正版 零基础入门学习PYTHON 小甲鱼 清华 9787302438205,39.60
Python网络爬虫从入门到实践 第2版 唐松 Python编程教程入门书籍,50.80
精通数据科学算法 机器学习 统计学 数据科学教程 基于Python和R语言实现,44.25
正版现货 OpenCV 3计算机视觉:Python语言实现(原书第2版)  [爱尔兰] 乔,46.90
正版 Selenium3自动化测试实战基于Python语言 Web自动化测试开发技术计算机 Sele,59.00
Python数据分析：基于Plotly的动态可视化绘图*9787121341137 孙洋洋,56.90
Python科学计算最佳实践 SciPy指南 Python算法库和数学工具包SciPy,50.90
Python快速编程入门,29.85
PYTHON金融大数据挖掘与分析全流程详解,75.40
OpenCV算法精解：基于Python与C++,78.20
Python高效开发实战 Django、Tornado、Flask、Twiste,80.20
Raspberry Pi：Python编程入门,28.50
【套装7本】Python数据分析代码大全 流畅的Python编程从入门到精通教程 python语言,536.60
Python算法指南 程序员经典算法分析与实现 Python算法设计+数据结构与算法 Python,173.30
Python数据分析 第二版 Python数据分析参考书籍 Python机器学习 时间序列,51.80
包邮 [套装书]Python深度学习：基于PyTorch+神经网络与Py|8064752,96.20
Python全案例学习与实践 IDLE与Pycharm的使用 常见内外部模块及其安装 Python语,103.60
【预售商品，需7个工作日发货】PYTHON基础教程(第三版),84.00
Python3.6编程实践指南(计算机科学入门原书第3版),50.80
正版【2本】Selenium3自动化测试实战 基于Python语言,96.00
现货 Python语言程序设计中文版 计算机科学丛书 梁勇 机械工业社 以实例教实践学 采用基础,62.00
计算机视觉与深度学习实战 以MATLAB Python为工具 数字图像处理技术书籍,83.90
人工智能入门与实战(使用Raspberry Pi和Python演练),47.33
包邮 Python深度学习：基于PyTorch 吴茂贵 郁明敏 杨本法 李涛 张粤磊|8064257,57.80
正版 零起点Python机器学习快速入门 何海群 电子工业出版社 978712131,39.90
Python量化交易 张杨飞 CTA策略 海龟策略 Python量化编程基础 以及详细解析vnpy架,76.20
Scratch+小学数学(共5册) 蔡荣啸 应用问题求解内在逻辑图形化程序分析 Python语,138.60
包邮 Python深度学习实战：基于TensorFlow和Keras的聊|8058633,48.30
给Python点颜色--青少年学编程/STEM创新教育系列,43.70
编程超有趣 奇妙Python轻松学 第1辑 python编程从入门到精通,50.99
2本包邮 ABAQUS Python二次开发攻略 CAE分析大系+Abaqus经典例题集书籍,96.60
正版数据结构 Python语言描述 [美] Kenh A. Lambert 兰伯特 人民邮电出版社,51.80
【套装3本】Java C语言Python编程从入门到项目实战2019java语言程序设计软件开发教,216.90
ZD全新正版Python实战编程 从零学Python Python 开发核心进阶解密python程序,77.00
正版2019新书 Python数据分析师修炼之道 Anaconda Jupyter 向量计算 pan,51.80
新华书店 Python从入门到项目实践(超值版超值微视频版) 正版现货,68.30
Django企业开发实战：高效Python Web框架指南+基于Django的电子商务网站设计,108.00
包邮【全3册】micro:bit硬件指南+Python编程与初级数学+Arduino互动设计书籍,112.60
Python从菜鸟到高手,89.60
Python设计模式 [美] 韦塞尔. 巴登霍斯特(Wessel Badenhors 97,56.84
Python程序设计案例课堂,54.20
python编程语言程序设计从入门到精通5册：深度学习+快速入门+算法教程+基础教程+从零开始学编程,378.00
正版Python编程无师自通 专业程序员的养成 计算机科学知识Python编程初学者入门教材教程书,41.90
实战深度学习算法 零起点通关神经网络模型（基于Python和NumPy实现）徐彬 感知机模型络卷积累,55.30
Python数据科学导论概念技术与应用 python语言编程教程书籍,45.00
2019新书 Python程序开发案例教程 黑马程序员 国家软件与集成电路公共服务平台信息技术紧缺人,37.40
【全3册】python基础教程+利用python进行数据分析 原书第2二版+python网络爬虫从入,238.00
Python+Tensorflow机器学习实战+Python人脸识别从入门到工程实践书籍,168.60
Python数据分析与挖掘实战 大数据技术丛书 Python核心编程 Python语言开发入门,60.10
Python编程从入门到实战的16堂课+Odoo快速入门与实战+PostgreSQL修炼之道,182.00
1767113|Python数据分析与数据化运营 机械工业出版社正版书籍,77.22
包邮Python自动化测试实战+Selenium2自动化测试实战 基于Python语言书籍,97.60
正版书籍 Python王者归来 洪锦魁 语法与应用计算机语言Python 高手 Pythonty入,102.70
人民邮电：Python函数式编程第2版,59.25
包邮 Spark数据分析：基于Python语言|8058629,48.30
跟老齐学Python(Django实战第2版),57.70
Python网络爬虫从入门到实践 庄培杰 9787121371059,45.43
Python深度学习 deep learning深度学习 python人工智能机器学习经典教程,74.80
面向设计师的编程设计知识系统PADKS Grasshopper Python NetLogo 编程景,96.00
FL Python机器学习基础教程: 安德里亚斯穆,66.70
Python 3.x全栈开发从入门到精通,76.70
Python社会媒体挖掘(意)马尔科·邦扎尼尼(Marco Bonzanini),49.70
Python程序设计,28.90
神经网络与深度学习:基于TENSORFLOW框架和PYTHON技术实现,36.30
Python Qt GUI与数据可视化编程 pyqt5教程书籍 pyqt5快速开发,69.90
包邮面向自然语言处理的深度学习 用Python创建神经网络,107.60
PYTHON FLASK WEB开发入门与项目实战,74.20
Python访谈录 与Python专家的对话,47.60
Python数据分析基础教程 NumPy学习指南 第2版 Python基础教程,36.90
硬件趣学Python编程（高职）,26.80
正版 Python深度学习实战-基于TensorFlow和Keras的聊天机器人以及人脸、物体和语,55.30
面向自然语言处理的深度学习：用Python创建神经网络书籍,49.00
包邮 预测分析建模：Python与R语言实现 计算机与互联网 |4980710,55.30
套装2本 实战深度学习算法 零起点通关神经网络模型（基于Python和NumPy实现）解析深度学习,110.60
卷积神经网络的Python实现 线性模型卷积神经网络模型优化方法梯度反向传播算法教程书籍NumPy代,34.30
Python深度学习实战 基于TensorFlow和Keras的聊天机器人以及人,53.00
啊哈编程星球：一本书入门Python和C++,63.80
正版 Python 3.6零基础入门与实战 零压力学Python 基础教程从入门到实践,45.80
人人都懂设计模式:从生活中领悟设计模式(PYTHON实现),58.50
python视频教程零基础学python计算机编程基础入门书籍小甲鱼零基础python编程基础从入门,56.00
正版Python社会媒体挖掘 获取和分析各大社会媒体网站数据 挖掘Stack Exchange等社交,50.50
Python 3标准库,137.30
Python3.7编程快速入门,43.70
精通数据科学 从线性回归到深度学习 数据科学入门到实战教程书籍基于Python建模 人工智能机器学习,71.60
利用Python进行数据分析(原书第2版),107.10
给Python点颜色 青少年学编程,43.60
【套装2本】深度学习入门 基于Python的理论与实现+PyTorch深度学习 机器学习实战,85.20
Python Web开发实战,103.90
机器学习 Python实践,58.40
量化交易之路 用Python做股票量化分析,67.90
Python与机器学习实战决策树 集成学习 支持向量机与神经网络算法详解及编程实现 机器学习算法教程,48.80
机器学习+机器学习实战 全2册 人工智能入门教程 深度学习框架实战方法基础教程 利用Python阐述,117.70
Python编程基础与HTTP接口测试,44.50
Python程序设计教程(大数据专业普通高等教育新工科人才培养规划教材),25.02
Python基础实例教程(计算机专业群普通高等教育十三五规划教材),20.90
正版 Python程序设计基础 第2版 高等学校计算机等级考试二级Python程序设计考试 Pyt,39.70
深入理解Python特性9787115511546,28.91
Python游戏编程快速上手 第4版 python游戏编程入门教程书籍,47.60
自动化平台测试开发 Python测试开发实战 Python语言编程教程书籍 软件自动化测试开发,46.80
Python渗透测试编程技术 方法与实践 黑客防范技术编程教程 黑客攻防技术黑客攻防入门进阶,48.50
包邮Python程序设计课 赵军+零基础入门学习Python 小甲鱼+中学生可以这样学Python,103.00
基于Python的大数据分析基础及实战 余本国 Python数据分析基础书籍,48.80
Python机器学习手册：从数据预处理到深度学习书籍,62.80
Python编程快速上手(美)斯维加特(Al Sweigart) 著;王海鹏 译,49.60
Python机器学习 5个数据科学家案例解析,39.20
包邮 Python网络爬虫从入门到实践 第2版 唐松 |8060175,48.30
Python 网络爬虫从入门到精通,63.90
Python机器学习基础教程,61.62
正版 Python Web开发实战 董伟明 电子工业出版社书,64.80
自然语言处理Python进阶,44.00
读故事学编程 Python王国历险记,51.10
Python编程入门（第3版）,72.00
函数式Python编程(第2版影印版)(英文版),73.11
Python量化交易实战入门与技巧,43.93
Python编程无师自通 专业程序员的养成,47.20
ABAQUS Python二次开发攻略/CAE分析大系,43.70
Python程序设计案例课堂,53.80
Python数据分析与挖掘实战/大数据技术丛书,47.00
Python算法详解 python语言编程教程书籍,52.60
包邮数据科学实战手册 第2版+从零开始学Python数据分析与挖掘 Python数据分析师书籍,110.60
Python物理建模初学者指南 数据处理入门到实践 数据可视化编程,43.60
给Python点颜色 青少年学编程 Python少儿趣味编程书籍 跟孩子一起学编程自学基础入门教程书,42.50
Python量化交易 张杨飞+零起点Python大数据与量化交易+量化投资：以Python为工具书籍,222.60
Python机器学习手册：从数据预处理到深度学习 Python语言编程教程书籍,61.50
官方正版 你也能看得懂的Python算法书Python语言变量顺序分支循环 python语言编程书籍,35.40
包邮Django企业开发实战 高效Python Web框架指南+玩转Django 2.0书籍,126.00
Python数据分析与应用 企业真实项目案例 源代码等相关学习资源 大数据 数据分析 数,34.50
Python绝技 运用Python成为数据工程师 数据分析 数据挖掘 深度学习及云计算 职业数据,57.10
Python程序设计案例教程——从入门到机器学习(微课版) 9787302510147 清华大学出版,39.20
物联网Python开发实战,62.10
Python数据结构与算法分析*二2版 数据结构算法入门 python语言实现 Python编程入,57.70
正版Python机器学习手册 从数据预处理到深度学习 puthon语言编程教程书籍 深度学习入门教程,65.50
Python统计分析 Python应用编程 利用Python进行数据分析 python数据分析统计,51.40
PYTHON量化交易:策略.技巧与实战,73.30
零基础入门学习Python 小甲鱼 python编程从入门到精通实践 pathon3.5语言程序设计,34.00
Python网络爬虫技术 *深大数据专家张良均领衔畅销书作者团队 全部采用企业真实项目案例 提供源,29.85
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,76.00
青少年学Python 编程真好玩 趣学Python 赠教学视频 Python入门书 全彩,59.25
Python数据可视化之matplotlib精进+实践 数据分析从入门到实战精通系列 刘大成,95.80
包邮 Python高级数据分析：机器学习、深度学习和NLP实例|8055560,41.30
Python Qt GUI与数据可视化编程  pyqt5教程书籍 pyqt5快速开发与实战Q,77.00
Python自动化运维快速入门 Python自动化运维技术 Docker容器技术 Python教程书,40.12
深入理解Python特性 Python核心编程进阶指南流畅的python代码整洁计算机程序,34.80
Python从入门到项目实践零基础 python编程从入门到实践 精通计算机程序设计pathon核心,68.70
零基础入门学习Python+零基础入门学习C语言+零基础入门学习Scratch 全3册 小甲鱼,187.70
Python数据科学与机器学习从入门到实践 统计学习方法人工智能书籍 数据科学家实践指南推荐系统实,69.00
Python量化交易实战 Python环境搭建技术 构建Python股票交易平台技术股票交易算法实现,53.80
Python 3.7 从零开始学  计算机 互联网 程序设计 编程语言,60.20
2019新书 图解Python-轻松快速掌握实力派脚本语言精华 株式会社ANK 计算机编程基础知识新,50.30
全三册 Python 3网络爬虫开发实战+用Python写网络爬虫 第2版+精通Python爬虫框,157.30
正版现货 机器人Python极客编程入门与实战 Python编程 从入门到实践 Pyth,59.00
包邮 教孩子学编程+趣学Python+父与子的编程之旅 全3册 教孩子编程的图书 python书籍,128.00
Python机器学习与量化投资 Python语言sklearn模块库内置机器学习算法 股市外汇比特,76.64
卷积神经网络的Python实现 线性模型卷积神经网络模型优化方法梯度反向传播算法教程书籍NumPy代,34.30
零起点Python大数据与量化交易  Python量化投资基础入门书 大数据时代的金融 量化交易,68.30
Python编程 从入门到实践 python3.5绝技核心编程基础教程网络爬虫入门,69.80
Selenium 3+Python3自动化测试项目实战+Web接口开发与自动化测试基于Python,154.60
从零开始学Scrapy网络爬虫 视频教学版 Python3网络爬虫开发实战书籍,68.80
Python微服务开发 python语言编程教程书籍 使用flask测试驱动开发与文档化设计,43.00
4本包邮  跟孩子一起玩编程 Python编程快速入门+人工智能基础教程 Python篇青少版书籍,143.60
对比Excel，轻松学习Python数据分析 Python大数据挖掘预测技术教程书籍,41.50
包邮 Python文本分析+精通Python自然语言处理 2本 NLP数据文本挖掘处理技术书,102.90
Python数据分析与应用,39.30
Python网络爬虫权威指南 第2版 计算机编程入门基础教程书籍 用Python写网络(赠源代码),55.00
人工智能入门与实战 使用Raspberry Pi和Python演练 ANN展示实践 Prolog语言,37.50
树莓派创客 手把手教你搭建机器人 陈佳林 Scratch和Python编程语言教程书创客机器人教育,48.00
Python自动化运维快速入门 Python自动化运维技术 Docker容器技术 Python教程书,39.80
【正版】Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Matplotli,86.00
零基础入门学习Python（第2版）小甲鱼 李佳宇 python编程从入门到精通实践 pyhton,48.80
Python基础教程 Python网络编程第3版 Python3爬虫数据分析编程理解技术 Pyth,56.70
包邮 4册 青少年Python编程入门+趣学Python编程+父与子的编程之旅+教孩子学编程书籍,169.60
2本神经网络与深度学习实战:Python+Keras+TensorFlow+深度学习之图像识别书,146.60
树莓派机器人实战秘笈 第3版+树莓派开发实战+Python树莓派编程书籍 4本,190.00
Python游戏设计案例实战,50.10
Python深度学习实战75个有关神经网络建模强化学习与迁移学习的解决方案 机器人操控预处理时间序列,80.58
Python快速编程入门 传智播客 黑马程序员 python编程从入门到实践基础视频教程编程爬虫,32.00
【正版特价】Python数据挖掘：概念、方法与实践 计算机与互联网 |230328,28.30
【包邮】Python测试驱动开发 用Python3测试驱动开发网页 web开发书籍,88.00
Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方,69.30
父与子的编程之旅：与小卡特一起学Python Python 教孩子编程的图书,50.99
2本 基于Python的大数据分析基础及实战+Python编程从零基础到项目实战,95.10
人邮新书 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Ma,101.20
【套装7本】深度学习入门与实战 基于Python人工智能书籍 机器学习系统方法 神经网络编程 深度,423.50
基于Python的金融分析与风险管理 斯文著 量化交易金融市场技术分析期权期货股票书,81.00
Python 3破冰人工智能 从入门到实战 大学生数学建模竞赛数学建模算法与应用教程 机器学习深度,44.25
包邮正版 趣学Python 教孩子学编程 中小学生计算机编程教材 Python书籍,46.02
Python网络编程 Linux 选用系统运维 容易入门的Python语言 Lin,31.40
Python程序员面试宝典 程序员面试技巧 求职宝典应聘技巧参考书 IT企业面试题库 计,56.84
Django企业开发实战 高效Python Web框架指南+Flask Web开发 基于Python,126.00
Python编程及其在网络科学中的应用,49.30
量化投资 以Python为工具 Python语言处理 数据Python金融 量化投资,65.80
Python深度学习 弗朗索瓦•肖莱 机器学习实战 python与人工智能 深度学习书籍,86.90
小天才学Python+2019机器人基础技术教学+智能硬件项 3册 小学生Python智能机器,110.00
Python编程快速上手 python语言从入门到精通 零基础自学计算机程序设计全套书籍,51.80
Web接口开发与自动化测试——基于Python语言+软件自动化测试开发 2本,83.60
Python 3.7从入门到精通（视频教学版）Python程序开发教程书籍,63.00
Python和Pygame游戏开发指南+Python黑帽子:黑客与渗透测试编程之道2本,85.30
现货 Python3 网络爬虫开发实战  Scrapy数据分析处理手册 数据抓取指南,66.00
正版包邮 Python程序设计 张莉 高等教育出版社9787040512427高等学校程序设计课程,31.90
包邮 实用卷积神经网络:运用Python实现高级深度学习模型|8058118,48.30
趣学Python编程 python入门到精通python基础教程编程学习手册程序设计书籍,33.30
【套装2本】教孩子学编程 Python语言版+Scratch少儿编程一点通(视频教学版),85.00
包邮 树莓派开始，玩转Linux+零基础学编程：树莓派和Python 2本 树莓派编程教程书籍,85.80
PyTorch深度学习入门 曾芃壹深度学习框架Pytorch教程 Python神经网络编程人工智能,38.40
Python与神经网络实战+Python与机器学习实战：决策树、集成学习、支持向量机与神经网络,103.60
Python地理数据处理+地图时空大数据爬取与规划分析教程 秦艺帆 石飞编著 ArcGIS,113.00
利用Python进行数据分析 原书第2版 基础教程Python实践从入门到精通计算机数据分析数据科学,85.00
【套装4本】父与子的编程之旅+教孩子学编程 Python语言版+青少年学Python+我的Pytho,206.90
正版 语料库与python应用 python编程书籍 编程入门编程语言软件工程计算机语言,45.10
编程超有趣 奇妙Python轻松学 第1辑 超级简单的基础知识 青少年儿童编程系列图书,50.90
现货包邮 Python程序设计基础 第2版 第二版 董付国+Python程序设计实验指导书 2本,69.80
Python趣码快乐编程   7-10-12岁少儿童启蒙益智趣味编程零基础入门游戏书籍 小学生课外阅,42.00
包邮 Python数据科学：技术详解与商业实践 计算机与互联网 |8049590,69.30
用Python写网络爬虫第2版网络爬虫开发实战教程书籍基础教学入门Python3深入,33.80
语料库与python应用 python编程书籍 编程入门编程语言软件工程计算机语言,45.10
深入理解Python特性 Python核心编程进阶指南流畅的python代码整洁计算机程序设计图书,36.75
3本包邮OpenCV轻松入门 面向Python+OpenCV算法精解+OpenCV 3计算机视觉书籍,176.60
小天才学Python 一本专为小学生编写的Python编程教材 python语言编程入门教程书籍,32.70
毫无障碍学Python编程从入门到实践python3.0绝技核心编程教程网络爬虫入门书籍,42.50
Python Django开发实战(视频讲解版) 专科教材 工学 大中专教材教辅 大学教材,53.80
包邮 Python自动化运维：技术与zui佳实践 计算机与互联网 |3804188,48.30
正版 Python神经网络编程神经网络与深度学习人工智能机器学习入门python机器学习,52.80
零基础学Python 明日科技著 吉林大学出版社 计算机编程基础入门书籍 零基础入门学习python,39.90
Python网络爬虫从入门到实践 第2版 唐松 Python爬虫程序数据采集 多线程并发并行爬虫编程,50.00
包邮 PySpark实战指南：利用Python和Spark构建数据密集型|6877019,34.30
Python 3.7从零开始学 笨方法学python编程快速上手从入门到精通 语言程序设计基础教程,53.00
2本 Python编程从零基础到项目实战+Python3 网络爬虫开发实战,120.40
包邮 Python金融大数据挖掘与分析全流程详解 王宇韬 房宇亮 肖金鑫|8062446,58.40
正版 中学生可以这样学Python董付国应根球Python语言简介SQLite数据库编程,35.50
包邮 实用卷积神经网络:运用Python实现高级深度学习模型 |8058118,48.30
官方正版包邮 Python编程：从数据分析到数据科学 Python语言基础教程数据科学大数据分析书籍,40.80
机器学习实战 python基础教程指南 美哈林顿 计算机与互联网 新华书店官方正版书籍,49.00
人邮新书 Python 3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取,91.90
Head First Python(中文版)第二版 python从入门到实践 python编程,85.00
Python神经网络编程 深度学习人工智能机器学习入门教程书籍,48.00
包邮 Python Flask Web开发入门与项目实战|8061306,64.30
流畅的Python + TensorFlow技术解析与实战 精通Python畅销,165.00
Python 3.7从零开始学 计算机 互联网 程序设计 编程语言,52.90
2本 Python编程从入门到实践+Python核心编程 第3版,138.90
机器学习 使用OpenCV和Python进行智能图像处理,46.80
基于Python的金融分析与管理 斯文著 科技金融大数据风控金融分析师教程量化交易金融市场技术分,90.90
正版 从零开始学Python数据分析与挖掘 刘顺祥,53.50
包邮 Python自然语言处理实战：核心技术与算法|8004503,48.30
Python深度学习 deep learning with Python 人民邮电出版社,79.00
我的Python世界 青少年儿童编程系列图书,49.50
Python数字信号处理应用 Python在DSP中应用教程 Python基础,33.75
包邮 Python编程从0到1（视频教学版）张頔|8062662,51.30
Python数据挖掘入门与实践 数据分析算法导论基础教程书,43.60
Python参考手册 第4版 修订版  计算机编程语言程序员用书,89.00
Python 3.7 从零开始学 程序设计 编程语言,60.20
Python Web开发实战 python搭建web服务器 编程实战,80.90
Python绝技：运用Python成为顶级黑客 python编程教程书籍,60.80
正版 Selenium3自动化测试实战 基于Python语言 虫师 环境搭建WebDriver A,54.60
包邮基于Python的金融分析与风险管理+Python金融大数据挖掘与分析全流程详解书籍,156.60
Python3程序设计学习指导与习题解答(普通高等教育十三五规划教材),27.30
Python技术手册（第2版） [美]Alex Martelli 著  人民邮电,71.20
和孩子一起玩编程 中小学少儿编程入门书 趣学python编程入门零基础教孩子学编程的书 少儿儿童编程,52.75
Python机器学习——数据分析与评分卡建模 微课版,36.80
PYTHON函数式编程(第2版),57.70
中国高校创意创新创业教育系列丛书：Python学习从入门到实践,40.80
Python 深度学习实战：75个有关神经网络,58.50
麦昆机器人和Micro:bit图形化编程（STEM教育丛书）,50.20
Python程序设计实用教程（全国高等院校应用型创新规划教材·计算机系列）,49.00
Python算法与程序设计基础(第2版)（21世纪高等学校计算机基础实用规划教材）,42.90
Python语言程序设计（微课版）（高等院校信息技术规划教材）,43.60
Python数据分析师修炼之道,65.60
包邮 python书籍5册 python核心编程+深度学习的数学+从入门到实践 图书计算机编程语言,285.00
Python接口自动化测试 王浩然著,40.80
SELENIUM3自动化测试实战:基于PYTHON语言,51.10
零起点Python大数据与量化交易,75.20
Python新手学Django2.0架站的16堂课(第2版),80.19
Python科学计算基础教程,37.70
教孩子学编程 Python语言版,43.60
2本 我的Python世界+Python游戏编程入门,87.20
Python数据可视化之Matplotlib实践,44.80
ABAQUS Python二次开发攻略 CAE分析大系,44.19
Python数据挖掘入门与实践,44.20
Python 3爬虫、数据清洗与可视化实战,37.70
Python 金融大数据分析 Python编程入门,73.16
Python和Pygame游戏开发指南,47.20
深度学习系列：Python神经网络编程,47.60
Python语言程序设计 刘卫国 9787121284847,22.43
Python3网络爬虫开发实战,49.50
算法图解 算法基础书 基于Python语言,33.00
Python程序设计案例课堂,58.70
Python机器学习 第2版(影印版),77.40
基于PYTHON的金融分析与风险管理斯文,84.90
自然语言处理Python进阶,44.20
编程导论——以Python为舟,57.20
Python大学教程/高等教育质量工程信息技术系列示范教材,60.40
Python3面向对象编程（第2版 影印版 英文版）,71.50
Python 语言构建机器学习系统 第2版（影印版）,55.30
程序设计导论：Python计算与应用开发实践（原书第2版）,87.90
Python程序设计与应用/应用型高等院校改革创新示范教材,32.30
Python基础与大数据应用实战,20.30
Python Cookbook 第三3版 中文版 基础教程从入门到实践手册零基础学习py,77.80
Python算法详解 图解算法入门教程书籍 数据结构与算法分析python语言基础教程,69.00
学习编程第一步 零基础上手Python开发 Python编程入门教程书籍 Python库构建Web应,49.40
Python极客项目编程 [美] Mahesh Venkitachalam 9787115,37.95
区域包邮贝叶斯思维:统计建模的Python学习法+统计思维：程序员数学之概率统计  2本,73.00
【R】精通特征工程 人工智能教程机器学习 Python 算法 通过Python示例掌握特征工程基本原,41.00
趣学Python 教孩子学编程 程序设计书籍 少年趣味编程书籍 计算机书籍 编程书籍,36.50
零基础入门学习Python（第2版） 小甲鱼计算机/网络 程序设计 零基础学编程 基础学习教程,49.50
【正版】深度学习入门 基于Python的理论与实现 斋藤康毅 Python源代码分析书籍,57.80
正版 剑指Offer 名企面试官精讲典型编程题第2版 java python c 程序员面试宝典,59.00
官方正版 少博士趣学Python 周安琪 青少年Python编程启蒙 绘图软件密码程序设计书籍,47.94
深度强化学习原理与实践 Python强化学习实战 数学基础 算法框架 网络模型,73.10
Python深度学习实战-75个有关神经网络建模.强化学习与迁移学习的,58.50
深度强化学习原理与实践 Python强化学习实战 数学基础 算法框架 网络模型,99.00
Python深度学习 deep learning深度学习 python人工智能机器学习经典教程,74.80
Python强化学习实战 应用OpenAI Gym和TensorFlow精通强化学习和深,53.10
机器学习实战 python基础教程指南 +机器学习 套装共两册  (美)哈林顿,124.80
Flask Web开发：基于Python的Web应用开发实战+Python Cookbook中文版,136.00
Python程序设计案例教程-从入门到机器学习(微课版),36.90
Python程序设计(第2版) 董付国 9787302436515,28.42
Python参考手册（第4版·修订版）程序设计算法Python基础教程核心编程经典著作,66.75
Python与机器学习实战+深入浅出深度学习 原理剖析与Python实践书籍,109.50
Python编程基础与案例集锦 中学版+中学生可以这样学Python书籍,62.60
零基础学Python 和外星人一起学系列 pyhton从入门到精通python语言程序设计基础,43.80
Python从入门到项目实践  Python编程从入门项目实践 pathon核心技术网络爬虫书,54.00
包邮Python自然语言处理+Python自然语言处理实战核心技术与算法+Python文本分析,221.80
包邮疯狂Python讲义+你也能看得懂的Python算法书 pytho编程视频教程书籍,129.00
【正版包邮】图解Python-轻松快速掌握实力派脚本语言精华 Python编程入门,49.80
Python数据分析与挖掘实战/计算机软件与程序设计/Python教材书|4894338,48.30
零基础学Python 附光盘 核心编程设计开发基础教程 动态脚本语言教材,59.90
包邮 人工智能极简编程入门（基于Python）|8059420,48.30
Python算法教程 [挪威]赫特兰(Magnus Lie Hetland) 9787**54048,54.51
Selenium自动化测试 基于Python语言 Web测试实战指南,31.80
小天才学Python 编程教材 python编程快速上手 从入门到精通 小学生趣味入门编程课程,24.00
正版 给Python点颜色 青少年学编程 Python少儿编程 趣味编程 教孩子学编程 编程真好玩,43.50
包邮 Python程序设计 第2版 第二版 董付国 高等学校信息技术规划教材 清华大学出版社,42.60
Python黑帽子：黑客与渗透测试编程之道/Python编程/Python编程指南/黑客/渗透测试/,37.50
像计算机科学家一样思考Python Python核心编程 基础教程 利用python进行数据分析教材,33.90
2本 正版 Python文本分析+精通Python自然语言处理 2本 NLP数据文本挖掘处理技术书,102.00
【R】深入理解Python特性 Python核心编程进阶指南流畅的python代码整洁计算机程序设计,34.30
正版 Python实用教程 含典型案例视频分析 教学讲义 大学教材 郑阿奇 著 电子工业出版社,54.60
包邮 机器学习线性代数基础：Python语言描述 张雨萌 著 北京大学出版社图书籍,42.90
Python3程序设计基础,39.80
Python编程基础与应用,33.30
Python数据科学入门,57.80
Python程序设计基础,39.40
【R】基于Python的金融分析与风险管理 斯文著 科技金融大数据风控金融分析师教程量化交易金融预售,82.00
Python深度学习,50.20
玩转Python轻松过二级,42.90
Python快速编程入门,29.40
Python Qt GUI快速编程,57.20
Python编程从入门到实践 机器学习数据处理网络爬虫热门编程语言等计算机书籍,63.80
人工智能入门书籍 机器学习实战 基于Python代码 周志华西瓜书机器学习入门教程书籍深,51.80
Python与机器学习实战,49.60
Python经典实例,101.50
Python从小白到大牛,65.90
Python基础案例教程,29.30
Python树莓派编程,36.10
Python3学习笔记上卷,68.50
Python与有限元--基于Python编程的有限元分析及应用扩展 Python编程有限元分析开源框,39.80
【正版】自学是门手艺 李笑来 没有自学能力的人没有未来 全彩 python编程从入门到精通 py,59.80
PYTHON王者归来,96.00
零基础入门学习Python,39.77
Python设计模式(第2版),27.90
Python极客项目编程,52.70
正版全新OpenCV3和Qt5计算机视觉应用开发+机器学习使用OpenCV和Python进行智能图像,117.50
Python入门经典:以解决计算问题为导向的Python编程实践 机械工业出版社 978711139,135.00
Python自然语言处理,60.80
对比Excel，轻松学习Python数据分析+Excel 数据之美：科学图表与商业图表的绘制,95.80
包邮3本Python自然语言处理实战核心技术与算法+技术入门与实战+NLP汉语自然语言处理原理与实践,168.00
自动化平台测试开发Python测试开发实战 Python语言编程教程书籍 Web自动化测试 软件,49.60
流畅的Python,92.80
大话Python机器学习,52.08
Python编程无师自通——专业程序员的养成 算机与互联网 编程语言与程序设计 计算机,45.80
Python自动化测试实战,52.30
Python网络编程(Linux),31.30
Python从入门到项目实践 全彩版 明日科技 自学Python软件开发从入门到精通 网格爬虫 Py,53.60
Python 3网络爬虫开发实战 项目开发教程书籍 分布式视频爬虫录音爬虫编写 数据爬取技术,66.00
包邮 Flask Web开发 基于Python的Web应用开发实战 2版 +Python Cook,129.00
Python物理学高效计算,73.80
Python神经网络编程 深度学习人工智能 机器学习入门教程书籍,49.00
Python王者归来,95.60
Python程序设计入门/21世纪高等学校计算机基础实用规划教材,34.10
Python参考手册 第4版 修订版 [美]大卫 M.比兹利(David M.Beazle,51.62
Python项目案例开发从入门到实战——爬虫、游戏和机器学习（从入门到实战·微课视频）,59.90
Python机器学习 预测分析核心算法 [美] Michael Bowles   鲍尔斯,37.95
剑指Offer：名企面试官精讲典型编程题（第2版）Python程序员面试宝典 两册套装 企业面试题,92.90
官方正版包邮 Python机器学习与量化投资 Python语言sklearn模块库内置机器学习书籍,47.40
数据结构与算法 Python语言实现 华章图书 计算机科学丛书,75.20
青少年学Python 中小学生计算机编程入门 青少年编程入门教程 零基础学python编程 计算机,56.80
Python3面向对象编程 第2版 Python3.0编程语言 程序设计 Python3设计模式技,68.00
树莓派创客 手把手教你搭建机器人 陈佳林 Scratch和Python编程语言教程书创客机器人教育,48.00
2册包邮 特征工程入门与实践+精通特征工程书籍,87.50
包邮 3本  基于Python的金融分析与管理+Python金融大数据挖掘与分析+量化交易之路书籍,225.60
